image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
143,jump,0.41564137,0.21855211,0.4281401,0.20478074,0.40252203,0.20447105,0.44607267,0.22026008,0.3808676,0.21908887,0.4727334,0.33105388,0.34998912,0.32839954,0.49889803,0.44758618,0.31411076,0.4470995,0.46697426,0.54483587,0.3128057,0.5574711,0.42939177,0.5991588,0.35323495,0.5939866,0.4106759,0.78777915,0.3441456,0.77947414,0.38976732,0.94229406,0.35628647,0.93222255
144,jump,0.48348722,0.1300573,0.4958126,0.114640236,0.47064248,0.11577317,0.5160105,0.13012488,0.45252043,0.1321385,0.5431131,0.2366402,0.42863327,0.23876683,0.5720328,0.3395984,0.3959593,0.35003358,0.5524908,0.42640045,0.39706838,0.45359403,0.5129172,0.5023317,0.4387567,0.50155926,0.5181297,0.71498257,0.43824846,0.710851,0.5223234,0.89940286,0.448512,0.8914813
145,jump,0.6722074,0.2348863,0.68214184,0.2208731,0.6602991,0.21986154,0.69309735,0.22893912,0.63687575,0.22607772,0.7026504,0.32439882,0.5974022,0.32009834,0.7218055,0.42641404,0.5631626,0.4213075,0.73256695,0.5093559,0.5876862,0.50930417,0.6706115,0.5534881,0.60331374,0.55669,0.687547,0.71935445,0.61128324,0.7307761,0.69304955,0.8738999,0.63196236,0.89269656
146,jump,0.58070385,0.04086525,0.5852818,0.02281901,0.5654699,0.030715523,0.0,0.0,0.5418476,0.047853798,0.5827167,0.120217204,0.5254382,0.13869224,0.55686426,0.2364114,0.4833791,0.26376978,0.58469504,0.29796922,0.55730593,0.310956,0.56433153,0.36951765,0.5257505,0.38184997,0.5507514,0.52536696,0.5273486,0.54370564,0.5366126,0.6958349,0.49695876,0.697741
147,jump,0.5711974,0.100376196,0.5840081,0.08443162,0.55757576,0.086719796,0.6062299,0.102043755,0.5397521,0.10635147,0.63635314,0.21410508,0.5057962,0.20666319,0.6739584,0.31674913,0.45786896,0.30088055,0.620186,0.30200675,0.4995556,0.33843657,0.5943982,0.48421448,0.51194614,0.48090714,0.59703434,0.6824763,0.51926947,0.6812611,0.59888244,0.8598566,0.5294866,0.8717785
148,jump,0.58430463,0.12423045,0.5888327,0.107302465,0.57130533,0.11103055,0.0,0.0,0.5470831,0.12214101,0.5823969,0.21170166,0.5237642,0.2182866,0.5722188,0.3243716,0.5002437,0.34680706,0.5905721,0.37231413,0.5736999,0.4021758,0.5691062,0.4408037,0.5298109,0.44955662,0.57193375,0.5940176,0.5440595,0.6113046,0.5213772,0.7084952,0.4896819,0.73006666
149,jump,0.42714232,0.11009286,0.4380235,0.094510205,0.41411558,0.096561685,0.45685148,0.11119938,0.39768547,0.11546319,0.48529115,0.20393965,0.36309084,0.20729633,0.5588204,0.21821417,0.2926634,0.21594708,0.5305406,0.13582748,0.32362467,0.12532702,0.45156494,0.457768,0.37714484,0.46048906,0.45884508,0.6413967,0.39165023,0.65025043,0.45263067,0.8006832,0.3818397,0.8124674
150,jump,0.4669636,0.23279667,0.47728306,0.2171184,0.45487428,0.21771018,0.49168792,0.22506027,0.4344701,0.22588857,0.5170795,0.32793438,0.4004593,0.32492363,0.5476445,0.43532452,0.3588084,0.42843005,0.53219765,0.5307742,0.39137223,0.5114507,0.47950011,0.5788554,0.40554696,0.575915,0.47973552,0.7549713,0.40365368,0.74924463,0.46394435,0.9183427,0.40847388,0.9088644
151,jump,0.5988567,0.12614003,0.6085838,0.11012605,0.58357257,0.11344977,0.6248168,0.121519595,0.56171215,0.1281284,0.65179926,0.21138613,0.5338513,0.20376582,0.7234592,0.22659458,0.4754413,0.18179385,0.70296896,0.14003493,0.49747768,0.08515981,0.6182641,0.45750758,0.54581654,0.4573049,0.62719685,0.6356558,0.55765045,0.6436961,0.6180998,0.8011564,0.5494904,0.8164861
152,jump,0.52344453,0.19386403,0.5343787,0.17701104,0.50931484,0.17871414,0.5513499,0.18949994,0.48793784,0.19361572,0.5794495,0.30289987,0.45304623,0.301202,0.64995974,0.35974354,0.3715682,0.34001598,0.6705042,0.2747251,0.32337996,0.26114506,0.55122787,0.5693009,0.46864334,0.57050514,0.5795073,0.7508964,0.44565803,0.7605974,0.5942216,0.91312236,0.43067446,0.93482554
153,jump,0.59981924,0.20248388,0.6111131,0.18623562,0.5864111,0.18744342,0.62569064,0.19584258,0.5639209,0.19735616,0.6469783,0.30644923,0.53277844,0.30470094,0.6640763,0.42871043,0.4982202,0.4270251,0.6787375,0.52220964,0.48586637,0.5299421,0.62131727,0.56764793,0.54750395,0.56760335,0.6227654,0.74841183,0.5372324,0.7517595,0.5956998,0.9215352,0.5371235,0.92788416
154,jump,0.6668107,0.34547222,0.6759494,0.32908246,0.6553798,0.33164516,0.693316,0.33014768,0.64039207,0.33584884,0.72241884,0.41038883,0.615977,0.41665307,0.77547026,0.48784953,0.57865894,0.49408203,0.7804623,0.57577544,0.6100116,0.54777163,0.69368213,0.62344223,0.626514,0.62647605,0.7146598,0.7617357,0.6375396,0.76352715,0.71267945,0.8934415,0.64344114,0.88506377
155,jump,0.43778706,0.08056812,0.44886178,0.06441628,0.42369747,0.06658802,0.4666589,0.08176606,0.4040517,0.086835064,0.49871436,0.19440311,0.3701678,0.19385944,0.53070986,0.30991682,0.3326406,0.30233014,0.4823081,0.26755014,0.37725765,0.2684471,0.46498823,0.4639567,0.38327205,0.4633547,0.46262103,0.66143864,0.38552678,0.662812,0.44619197,0.84077877,0.39209166,0.8436565
156,jump,0.47164622,0.1415796,0.4782857,0.12741883,0.45590448,0.12780532,0.0,0.0,0.4207123,0.1440311,0.50409263,0.24252205,0.37903562,0.24114294,0.5302997,0.33045605,0.34377798,0.34014362,0.49518937,0.34763968,0.39956084,0.37810048,0.47875303,0.5040436,0.39863497,0.50267565,0.47118053,0.69636995,0.39081162,0.69084764,0.44411248,0.87732685,0.39043015,0.8690232
157,jump,0.5566419,0.1007844,0.56364477,0.08385388,0.53918046,0.08650363,0.0,0.0,0.5031704,0.10447836,0.5809361,0.21286803,0.4583612,0.20495978,0.5869874,0.3393341,0.410849,0.3048439,0.5759817,0.4476932,0.4191824,0.42215437,0.5622079,0.474819,0.4822403,0.47717366,0.5731586,0.66659546,0.4889432,0.67997795,0.52867234,0.8383704,0.47410822,0.8681782
158,jump,0.551818,0.12069531,0.56266946,0.10479583,0.54033643,0.10478587,0.57922095,0.116619885,0.5225286,0.11611398,0.6019986,0.22276345,0.4951759,0.22154737,0.62510514,0.3312006,0.46250027,0.3309103,0.59731585,0.41620445,0.49164543,0.425685,0.57476693,0.46120352,0.50797784,0.46009794,0.5703172,0.62623036,0.50775033,0.62296903,0.5554384,0.75994927,0.52066356,0.7551872
159,jump,0.55098784,0.13455856,0.56090593,0.11911774,0.5379574,0.121115014,0.5777432,0.13418743,0.51950496,0.13871008,0.6018177,0.24141869,0.4945784,0.24408561,0.62533003,0.3497754,0.46211624,0.35304493,0.59662366,0.436489,0.49544835,0.44615406,0.57533276,0.48223442,0.5097699,0.48316032,0.5652353,0.6440172,0.51802295,0.64443004,0.5458445,0.7627471,0.5307484,0.75944704
160,jump,0.5462299,0.25056076,0.5547341,0.23781686,0.53599197,0.23939914,0.5686488,0.24691802,0.5205594,0.25013107,0.5915232,0.3346373,0.50160664,0.33714312,0.6083222,0.43756655,0.48634547,0.4409796,0.6031455,0.5202178,0.48656172,0.53317136,0.57417035,0.5372312,0.5151274,0.538264,0.578645,0.68350166,0.508523,0.68483716,0.5690694,0.8151949,0.51846147,0.81458193
161,jump,0.53981507,0.11383686,0.5508416,0.097529784,0.528715,0.09864751,0.5685322,0.11160408,0.5126562,0.11338671,0.5961546,0.22008985,0.48975322,0.21975346,0.6220937,0.33516902,0.4621551,0.33188435,0.5821447,0.4161915,0.49381453,0.41894662,0.5735712,0.4643211,0.50509685,0.46204737,0.57360446,0.62939507,0.502875,0.62238747,0.5678356,0.7705044,0.51255506,0.7602623
162,jump,0.65752816,0.11828575,0.66747653,0.10268994,0.6440091,0.10609989,0.6844664,0.11454017,0.6252219,0.12176062,0.71258676,0.21263082,0.5955959,0.21735094,0.7314561,0.3021881,0.5517697,0.31564185,0.71652013,0.3736692,0.56308556,0.41275293,0.69446814,0.46182394,0.6189453,0.46499425,0.70915365,0.6436849,0.629538,0.6469021,0.6884286,0.8132498,0.6309298,0.81725925
163,jump,0.5149144,0.16767393,0.5275065,0.15325661,0.50809413,0.15707251,0.55911714,0.16021007,0.0,0.0,0.60127556,0.24828336,0.49838853,0.2616669,0.64512223,0.33286706,0.48144966,0.36010253,0.6134628,0.41505024,0.48155826,0.4443488,0.57973343,0.499627,0.5137379,0.50090563,0.57891315,0.6937204,0.5075695,0.69341403,0.58408815,0.8714827,0.5245281,0.8649864
164,jump,0.5522213,0.0651818,0.56230456,0.047312975,0.54003286,0.049976893,0.57730407,0.054321393,0.5216678,0.0600691,0.6005754,0.15620191,0.49803665,0.16459653,0.621636,0.2613219,0.46860343,0.2788681,0.59513474,0.32871038,0.5057996,0.3539129,0.5808726,0.40426174,0.51659626,0.40758646,0.57512903,0.5695757,0.5183853,0.5725098,0.5572169,0.7323747,0.52654034,0.73147583
165,jump,0.55028474,0.08959866,0.5609376,0.07109773,0.5380056,0.07308609,0.57686806,0.078776054,0.5197413,0.082908235,0.60084915,0.18553533,0.497932,0.19057491,0.6217413,0.2869616,0.46538058,0.29994228,0.5960616,0.35754475,0.5026026,0.37698793,0.57987565,0.42961782,0.5155087,0.4302849,0.5753844,0.58741856,0.5167786,0.582291,0.5550008,0.73269266,0.5238621,0.71973956
166,jump,0.5495546,0.06921439,0.56077284,0.052288353,0.5377867,0.052509863,0.57638985,0.06301921,0.5192192,0.062999055,0.5992613,0.16734232,0.4945221,0.17143424,0.62341213,0.2705886,0.4641137,0.28601602,0.59585094,0.33952874,0.5025021,0.35783768,0.5807657,0.41262323,0.5153683,0.41336635,0.5744152,0.5764076,0.5177014,0.57282734,0.5544701,0.72915787,0.5236628,0.71956575
167,jump,0.5513791,0.0830717,0.56186295,0.06569768,0.5394053,0.06843396,0.57767224,0.074660085,0.5217088,0.080178976,0.600612,0.17602699,0.4987112,0.18303971,0.61964667,0.27760214,0.46951973,0.2904933,0.5947748,0.34836942,0.50468004,0.36799312,0.58030087,0.41933635,0.5163545,0.42214364,0.57478905,0.5809613,0.5193091,0.58327705,0.55804545,0.73655593,0.52990127,0.73491186
168,jump,0.5447983,0.12888947,0.5581799,0.1130613,0.535678,0.11635154,0.587705,0.120847575,0.0,0.0,0.631818,0.21233389,0.5149516,0.21941392,0.67864645,0.29416534,0.4847281,0.3090414,0.64757085,0.37567827,0.48222417,0.39878768,0.6031631,0.45727983,0.529843,0.4547762,0.60487574,0.64342904,0.5300727,0.6322791,0.6099183,0.8201422,0.55631244,0.79934615
169,jump,0.683476,0.12530088,0.6914305,0.11109254,0.6694807,0.113442704,0.0,0.0,0.6451677,0.12947197,0.72199684,0.22131786,0.6088909,0.22015364,0.736694,0.3119826,0.56035554,0.31327745,0.7260757,0.3723601,0.5751204,0.41204596,0.7063879,0.46151072,0.6330428,0.46464056,0.7221428,0.6419179,0.6447264,0.64892155,0.70429015,0.80704314,0.64438164,0.82362294
170,jump,0.5394132,0.11977166,0.5507348,0.10377242,0.52825016,0.10447994,0.56863445,0.11855337,0.5119382,0.11950395,0.5954622,0.22481583,0.48864022,0.2255931,0.62152505,0.3373647,0.46055534,0.33878013,0.5832715,0.41654396,0.4951603,0.42107117,0.57344514,0.46832174,0.5047166,0.4666047,0.572981,0.63226765,0.5030128,0.6252944,0.56830597,0.77190256,0.51278454,0.75967133
171,jump,0.5500076,0.12942448,0.56108123,0.11319308,0.5384138,0.11348384,0.57729936,0.12711641,0.5207719,0.1274027,0.6017345,0.23553054,0.49375084,0.23543929,0.62469614,0.34680113,0.46045542,0.34932017,0.5925059,0.42917553,0.49684018,0.43774715,0.57550466,0.47774103,0.5093085,0.47615752,0.5650019,0.6416638,0.51584727,0.63540375,0.5450133,0.7699798,0.53083897,0.7590183
172,jump,0.5444194,0.273507,0.55258435,0.2612839,0.53448826,0.26335052,0.5664056,0.27200255,0.5199903,0.27637202,0.5899736,0.35839513,0.50027686,0.36324677,0.60629666,0.45857036,0.4832508,0.4652974,0.5987619,0.54359883,0.48284364,0.55779463,0.57187796,0.5597686,0.5130879,0.5619438,0.57723933,0.6955693,0.50931084,0.6988239,0.564967,0.8166221,0.5195018,0.81715965
173,jump,0.5548663,0.13368043,0.56500363,0.11700422,0.5430108,0.11740133,0.5793311,0.12881255,0.52408093,0.12988207,0.60312027,0.23728493,0.49587312,0.2368269,0.62944686,0.34787074,0.46027783,0.34854916,0.59761274,0.43204296,0.49075413,0.44516826,0.57554275,0.4817016,0.50856704,0.48018125,0.5696376,0.64090246,0.5089194,0.63648134,0.5543893,0.76326567,0.5196824,0.75747883
174,jump,0.5389165,0.12586871,0.545876,0.10968158,0.5217044,0.11087974,0.0,0.0,0.4844451,0.12834308,0.56504184,0.23863961,0.44375998,0.23000008,0.0,0.0,0.3942184,0.32894668,0.0,0.0,0.40101632,0.44461668,0.5494162,0.49982134,0.47034612,0.4984904,0.5518314,0.6920747,0.4622051,0.6930497,0.513348,0.8697074,0.4428115,0.8779866
175,jump,0.45894918,0.20693277,0.46612492,0.1919961,0.4441409,0.19220044,0.0,0.0,0.41096586,0.20475556,0.48908,0.30656374,0.37462765,0.30639827,0.51143694,0.40862003,0.3494437,0.42230326,0.49587226,0.46699607,0.3683746,0.5152653,0.4691754,0.55825406,0.39559457,0.55783826,0.4612097,0.73242605,0.38095766,0.7313859,0.43147653,0.9034673,0.3809213,0.90636414
176,jump,0.42775336,0.11056366,0.4388353,0.093529254,0.4132305,0.097222805,0.45731378,0.110953934,0.39400506,0.11897338,0.49003187,0.2241122,0.36588806,0.225916,0.5163582,0.3326534,0.3273688,0.32897955,0.47133932,0.3284294,0.3731516,0.33196506,0.46019888,0.49700734,0.3803878,0.49672857,0.45984435,0.6998754,0.38290244,0.69795,0.4427157,0.88894755,0.38163644,0.883381
177,jump,0.6044733,0.12829237,0.6159858,0.11195946,0.58989775,0.11363456,0.6319856,0.124574915,0.56680256,0.12724803,0.6568368,0.23558849,0.54154694,0.2332895,0.6894736,0.33430418,0.49359688,0.33365318,0.73579156,0.39352408,0.45024043,0.3982474,0.6366369,0.50475335,0.5620252,0.50271547,0.6368589,0.7033442,0.54356885,0.6995127,0.62339574,0.88976264,0.54224515,0.88134116
178,jump,0.6553628,0.24102053,0.66610837,0.22403981,0.643995,0.22594255,0.68530095,0.22925021,0.62975216,0.23331976,0.7136275,0.3211041,0.5987056,0.32152924,0.7764584,0.37243843,0.5337513,0.3568261,0.7532579,0.28814775,0.5578339,0.2659866,0.68524253,0.55643106,0.61431277,0.558954,0.7022978,0.7175674,0.6228775,0.72496724,0.7149501,0.86516607,0.6330736,0.8784475
179,jump,0.6238384,0.16918741,0.63343894,0.1547582,0.6115117,0.1573361,0.6486112,0.16953115,0.593799,0.17409964,0.6675817,0.2615075,0.5572437,0.25832316,0.7310105,0.31112936,0.5054361,0.27508533,0.73058987,0.24804862,0.52184385,0.19252822,0.6305716,0.49916422,0.56209534,0.50396746,0.64647734,0.6660417,0.5772009,0.6901724,0.65688,0.8231943,0.5845583,0.862119
180,jump,0.5368031,0.21521841,0.5486082,0.19895512,0.5239789,0.19860522,0.5633693,0.21348216,0.5022374,0.2126996,0.5904765,0.32286167,0.46387738,0.32212391,0.65660036,0.3743146,0.39252132,0.37343326,0.681949,0.29399005,0.3486629,0.30099258,0.5612826,0.5903833,0.47752446,0.59020233,0.5831707,0.7670714,0.45004934,0.7718357,0.5868404,0.92628413,0.43452612,0.9395124
181,jump,0.46902066,0.13582855,0.47964102,0.11964817,0.45630512,0.12152891,0.49660045,0.13307224,0.437601,0.13707517,0.524856,0.23874278,0.40199646,0.23669603,0.5712573,0.32638377,0.3486749,0.3199644,0.57474005,0.3012031,0.37855104,0.2955019,0.48481816,0.49611318,0.40731412,0.494288,0.48657578,0.6805988,0.40584555,0.6783132,0.4787723,0.856843,0.41315478,0.85345596
182,jump,0.4347106,0.15248767,0.44486433,0.13804652,0.42185515,0.14015605,0.46227092,0.15222527,0.4034811,0.1565773,0.4886244,0.24415441,0.3688364,0.2455695,0.5566157,0.27101988,0.30734506,0.26126382,0.5367837,0.1886261,0.33002943,0.17488626,0.45658788,0.49255484,0.3819385,0.49623293,0.47015715,0.6677117,0.39022887,0.68061745,0.4752625,0.8247891,0.39311844,0.8458913
183,jump,0.5828168,0.10421399,0.5881119,0.08761304,0.5700742,0.090125054,0.0,0.0,0.5451197,0.101262845,0.58369446,0.19712284,0.5218644,0.20016536,0.5760199,0.31427276,0.49884418,0.32667807,0.587415,0.36811605,0.5731346,0.3774694,0.5665389,0.42877802,0.5256639,0.43432915,0.5641522,0.5867169,0.5358275,0.5971825,0.52381593,0.71478367,0.4918044,0.72608346
184,jump,0.55343455,0.121370286,0.56707054,0.105099775,0.54017866,0.10643635,0.58930707,0.12320573,0.5219965,0.12510678,0.621487,0.23823163,0.49352127,0.23296759,0.653217,0.3470408,0.45781964,0.33617705,0.6010016,0.3924375,0.47662368,0.41537872,0.58178866,0.5058837,0.50111693,0.5011048,0.57806236,0.71127164,0.50293434,0.70346993,0.57060087,0.89936996,0.517455,0.8956557
185,jump,0.5797556,0.045177437,0.5844538,0.027050376,0.5645646,0.034363113,0.0,0.0,0.5404274,0.052601203,0.5822438,0.12897818,0.5224426,0.1466101,0.55773,0.24092554,0.48007983,0.27042437,0.58424,0.30179673,0.55436647,0.31830248,0.56320816,0.37546417,0.52319604,0.38708004,0.55122006,0.5327248,0.52617764,0.54852617,0.53077614,0.7004926,0.4932876,0.6990528
186,jump,0.46691218,0.2057266,0.48040527,0.18900616,0.4548424,0.19015178,0.50142777,0.20204982,0.43689793,0.20299625,0.52810895,0.3150547,0.41042906,0.31126282,0.55635947,0.42654878,0.38338405,0.42180157,0.5294472,0.49157858,0.3811055,0.5196301,0.5007138,0.5774321,0.42307743,0.57489204,0.50882703,0.76900685,0.41859183,0.76750004,0.51425946,0.9206623,0.43888003,0.9291116
187,jump,0.6893665,0.31698826,0.6988245,0.30238655,0.6761023,0.30384272,0.7093678,0.31394556,0.65340936,0.31664827,0.72057474,0.40889588,0.622115,0.40844545,0.73689836,0.5205966,0.58604944,0.51723963,0.7448424,0.6187879,0.5721199,0.6293048,0.688286,0.63183045,0.62571806,0.63555926,0.71078897,0.7703818,0.6494594,0.7814411,0.68883026,0.88809544,0.64871466,0.9054091
188,jump,0.66437024,0.19518667,0.67591035,0.18115596,0.65333354,0.1813914,0.69395334,0.1908486,0.63656294,0.19008154,0.7171177,0.28946838,0.6087191,0.28736943,0.73299986,0.39701793,0.57837236,0.39892852,0.7254928,0.48716697,0.57907784,0.5044515,0.68820506,0.5281368,0.6180736,0.5262683,0.6908388,0.7012357,0.6096381,0.69828224,0.6692709,0.8686351,0.6104993,0.8655759
189,jump,0.4115395,0.18530136,0.4240393,0.16954924,0.39890808,0.17167689,0.44368505,0.18306334,0.38011175,0.18614362,0.4740819,0.29443264,0.35139546,0.29287443,0.5086983,0.4074594,0.31662744,0.4069829,0.5037325,0.5104204,0.3012323,0.5217098,0.4341421,0.55458206,0.35568926,0.5503322,0.42597276,0.73225224,0.3398402,0.7277188,0.40468678,0.9118976,0.344397,0.9074234
190,jump,0.54420316,0.07188988,0.55496883,0.053968947,0.53137213,0.056467194,0.5713672,0.06261185,0.51240814,0.067961484,0.59355706,0.16534661,0.4875253,0.17145424,0.612749,0.2695783,0.45372882,0.28101587,0.58277965,0.33168906,0.5009727,0.3484481,0.57102144,0.4169835,0.5036851,0.41956788,0.56687033,0.58368707,0.50310737,0.5857002,0.55159074,0.74288756,0.50634915,0.74040747
191,jump,0.54440266,0.13736643,0.554246,0.11979871,0.5323879,0.12140365,0.56918544,0.12793998,0.5146337,0.13173923,0.59180003,0.22986558,0.48907125,0.23682022,0.61585623,0.33121017,0.45289534,0.34568623,0.58636636,0.4096773,0.4966773,0.4167678,0.56834704,0.4709867,0.50491834,0.47285324,0.55986357,0.62454844,0.50763613,0.6240606,0.53891176,0.7447706,0.5131252,0.7370346
192,jump,0.56654316,0.11693288,0.5797429,0.0987529,0.55678815,0.0987785,0.6018072,0.10819066,0.54478663,0.10589804,0.6255694,0.22030179,0.5247597,0.20685807,0.64576304,0.3431602,0.501523,0.30316982,0.59530616,0.34849906,0.5110621,0.32210895,0.59371126,0.46504474,0.52786964,0.4565863,0.59215,0.6223962,0.5174141,0.6134805,0.5753443,0.75998646,0.5180117,0.76110184
193,jump,0.543459,0.110419296,0.55563945,0.0929114,0.5333078,0.094478376,0.57784,0.10326214,0.52163506,0.10521866,0.6052312,0.21167305,0.50603646,0.20770751,0.62997913,0.33070353,0.48449802,0.3131841,0.58228654,0.34219405,0.49748525,0.33139816,0.57794404,0.45594364,0.5129983,0.4511546,0.58116937,0.6188405,0.507419,0.61055696,0.57513636,0.765112,0.51221323,0.75746536
194,jump,0.5121322,0.15430517,0.52360094,0.14094914,0.5010452,0.14128478,0.5418969,0.15252192,0.48545837,0.15289544,0.57054734,0.2397881,0.45761576,0.23687416,0.6097341,0.3159937,0.4125809,0.30932626,0.5665903,0.29969972,0.43867388,0.30162266,0.5343393,0.46895888,0.46503276,0.46510008,0.5277938,0.63549197,0.47091633,0.6272256,0.5187548,0.80127436,0.47919646,0.79074913
195,jump,0.5527067,0.11478688,0.56262934,0.09750993,0.5411396,0.09873656,0.5770941,0.10589925,0.5232844,0.108424105,0.6009679,0.21213071,0.49752972,0.21648863,0.6212168,0.31771427,0.46680722,0.33059797,0.59788805,0.39493698,0.50188625,0.41059783,0.5794167,0.455071,0.51570004,0.4557482,0.5720787,0.61277395,0.52039194,0.60944,0.54598063,0.74575627,0.53282106,0.73682237
196,jump,0.61419797,0.1736734,0.6233056,0.15884088,0.6013201,0.16140215,0.6383361,0.17229839,0.583858,0.17880057,0.6665214,0.26186192,0.5591037,0.26688635,0.71821153,0.31118566,0.5109354,0.3269738,0.7071813,0.23770244,0.54474413,0.26788464,0.6415386,0.49241993,0.57497025,0.49414107,0.6500646,0.66042584,0.5893127,0.65828884,0.6492587,0.8197451,0.5919298,0.8128164
